name	inn	Company name	revenue_2021_mln_$USA
САРТОРИУС РУС	7813160042	Sartorius AG	19,2
АКЦИОНЕРНОЕ ОБЩЕСТВО ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ СПЕЦТЕХНИКА ПОЖАРОТУШЕНИЯ	7725646490	Rosenbauer	19,2
СИНОПСИС	7816506644	Synopsys	19,2
НИКОН	7725630997	Nikon	19,1
АЛИАКСИС ИНФРАСТРУКТУРА И ПРОМЫШЛЕННОСТЬ	7736507265	Aliaxis Deutschland	19,1
ООО "НИЛЬСЕН ДЭЙТА ФЭКТОРИ"	7733346267	NielsenIQ	19,0
АО "ВИКА МЕРА"	7729346754	WIKA	19,0
ООО "ЦЕПТЕР ИНТЕРНАЦИОНАЛЬ"	7734050600	Zepter	19,0
ООО "ВБД ПП"	7709446302	Pepsi	19,0
ООО "ВОЛЬВО ФИНАНС ВОСТОК"	4027130660	Volvo Cars	19,0
ООО "ПЕТРОПРОДУКТ-ОТРАДНОЕ"	4706021916	Kraft Heinz	19,0
ООО "ГРУППА АНТОЛИН САНКТ-ПЕТЕРБУРГ"	7816417497	Grupo Antolín	19,0
ООО "ТИНД"	7727130140	Trelleborg Group	19,0
ООО "РУСНАВГЕОСЕТЬ"	7701887256	Trimble	19,0
ППГ ИНДАСТРИЗ ЛИПЕЦК	4802024540	PPG	18,7
ПАРЕКСЕЛЬ ИНТЕРНЭШНЛ (РУС)	7731526360	PAREXEL	18,7
АВТО ПАРТНЕРС	7705746577	Credit Europe Bank	18,6
ПЕЙККО	7841340350	Peikko Group	18,5
ТОПЛИВНАЯ КОМПАНИЯ ФЕСКО	2540229871	Fesco Transport Group	18,4
НЕКСТЕРС СТУДИО	7709462505	Nexters	18,4
НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР КОМПЛЕКСНЫХ ПРОБЛЕМ МЕХАНОТРОНИКИ	7808022632	Schneider Electric	18,3
АКЦИОНЕРНОЕ ОБЩЕСТВО ЛИНДЕ УРАЛТЕХГАЗ	6659010266	Linde	18,3
РУССКИЙ ОРЕЛ	5027128078	Beretta Holding	18,2
DENIZBANK MOSCOW	7705205000	DenizBank	18,1
ООО "ЭЙР ПРОДАКТС"	7702509257	Air Products	18,1
ООО "БЕЛЛ Экуипмент Руссланд"	7726665270	Bell Equipment	18,1
ООО "Техгеосервис"	6316105160	Schlumberger	18,0
ООО "ЛЕКСМАРК ИНТЕРНЭШНЛ РУС"	7705935736	Lexmark	18,0
ООО "АВАЙЯ СНГ"	7705681400	Avaya	18,0
ООО "БПР"	5222070456	Boryszew	18,0
ООО "КОРНИНГ СНГ"	7705298420	Corning	18,0
ООО "КРЕВЕЛЬ МОЙЗЕЛЬБАХ"	7710751903	Krewel Meuselbach	18,0
ООО "ТИМКЕН ОВК"	4715029693	Timken	18,0
ООО "ПРАМЕТ"	7719654774	Dormer Pramet s.r.o.	18,0
ООО "ДАССО СИСТЕМ"	7743842200	Dassault Systèmes	18,0
ЛЛМЗ-КАМАХ	7723134104	ITT Inc.	18,0
ТРАФИК ИЗОБАР	7804452480	Dentsu International	18,0
ООО "МАЙЛЛЕР ВОСТОК"	7716669959	Meiller	18,0
ООО "РАЦИОНАЛЬ РУС"	7730586373	Rational	18,0
ООО "МАРКЕМ-ИМАЖ"	7713548988	Dover Corporation	18,0
КЛАБ МЕД РАША	7705549346	Club Med	18,0
МИКРО ФОКУС	7743181328	Micro Focus	17,9
НОВО НОРДИСК ПРОДАКШН САППОРТ	4028001562	Novo Nordisk	17,8
АКЦИОНЕРНОЕ ОБЩЕСТВО ТНС МАРКЕТИНГОВЫЙ ИНФОРМАЦИОННЫЙ ЦЕНТР	7709027118	Kantar TNS	17,8
КЕЙП ИНДАСТРИАЛ СЕРВИСИЗ (САХАЛИН)	6501152710	Cape plc	17,8
ФОРЕСИЯ ИНТЕРИОР ЛУГА	5256057848	Faurecia	17,6
ФЕДЕРАЛ-МОГУЛ ДИМИТРОВГРАД	7329015613	Federal-Mogul	17,5
ДЖОН КРЕЙН-ИСКРА	5907022710	John Crane Group	17,3
АКСИС КОММУНИКЕЙШНС	7704659681	Axis Communications	17,2
ИНТЕЛ ТЕКНОЛОДЖИС	7731422018	Intel	17,2
ЮНИЧАРМ МЕЛЬНЛИКЕ РУС	7107512332	Unicharm	17,2
АКЦИОНЕРНОЕ ОБЩЕСТВО ТЕЛИА КЭРРИЕР РАША	7808007715	Telia Company	17,1
АКСАЛТА КОАТИНГ СИСТЕМС РУС	7731429101	Axalta	17,1
ФЕСТАЛЬПИНЕ БЁЛЕР ВЕЛДИНГ РАША	7707651017	Voestalpine	17,1
БОНЕНКАМП ОЕМ	7704750475	Bohnenkamp AG	17,1
ООО "ИМ ИНЖИНИРИНГ СЕРВИСЕЗ"	7715855656	Ingram Micro	17,0
ТЯНЬШИ	7702745423	Tiens Group	17,0
ООО "КЬЕЗИ ФАРМАСЬЮТИКАЛС"	7707567622	Chiesi Pharmaceuticals	17,0
ООО "ВИЭМВАРЕ РУС"	7714437222	VMWare	17,0
ООО "ИМСД РУС"	7816365432	IMCD	17,0
ООО "СВАРОВСКИ"	7705440268	Swarovski	17,0
СИНЕРДЖИ БИЗНЕС СОЛЮШЕНЗ	7709957177	Hays plc	17,0
ООО "БИСТЕРФЕЛЬД РУС"	7718643346	Biesterfeld	17,0
ООО "ВИТОЛ СИАЙЭС"	9710045010	Vitol Group	17,0
ЭЛАЙН ТЕХНОЛОДЖИ	7726429392	Align Technology	17,0
ЮЖГАЗЭНЕРДЖИ	105046700	JKX Oil & Gas	16,8
КИНТЕТЦУ УОРЛД ЭКСПРЕСС (РУС), ИНК.	7743540746	Kintetsu World Express	16,8
КОНСАЛТИНГ ГРУПП	8602263604	Leroy Merlin	16,8
СИЛГАН МЕТАЛ ПЭКАДЖИНГ СТУПИНО	5045049397	Silgan Holdings	16,7
ЮНИОН КЭМИКАЛ СОЛЮШЕНС	278908451	Univar Solutions	16,6
БНП ПАРИБА ТЕХНОЛОДЖИ	9710081240	BNP Paribas	16,5
ЦИЛЬ-АБЕГГ	5018081560	Ziehl-Abegg	16,3
ИНТЕРРЕЙЛ СЕРВИС	7708094591	InterRail Holding	16,1
ММС ХАРДМЕТАЛ ООО	7701272125	Mitsubishi materials corporation	15,8
ЭНЗА СЕМЕНА	7705530070	Enza Zaden	15,8
КНАУФ АКВАПАНЕЛЬ	7116508029	Knauf USG Systems	15,8
КЮНЕ + НАГЕЛЬ САХАЛИН	6501141490	Kuehne + Nagel AG	15,7
БИОМИН	7725620237	Biomin	15,6
ВИСТЕОН ЭЛЕКТРОНИКС РУС	3329061877	Visteon	15,6
ЭР ЛИКИД КУЗБАСС	4253042369	Air Liquide	15,6
АМАДА	7708503798	Amada	15,4
ФАУБЕХА-СИБ	5509004430	VBH	15,4
КОНСТАНЦИЯ САНКТ-ПЕТЕРБУРГ	7825366249	Constantia Flexibles	15,3
ПИОНЕР РУС	7710627110	Pioneer	15,1
АКЦИОНЕРНОЕ ОБЩЕСТВО ТЕКНИП ЭНЕРДЖИС РУС	7810913731	Technip Energies	15,1
СВИСС СТИЛ	7709793240	Swiss Steel Holding	15,1
ООО "КЕННАМЕТАЛ"	7729573002	Kennametal Inc.	15,0
ООО "ВИВОРК РУС"	7719472051	WeWork	15,0
ООО "ФОРАЙЗ"	7718773659	Tietoevry	15,0
ООО "ДЖ.Т.И. ЕЛЕЦ"	4821023005	Japan Tobacco International	15,0
ООО "ЭТАМ РУС"	7703418718	Etam	15,0
ЭЛ ВЕ ЭМ АШ УОТЧ ЭНД ДЖУЭЛРИ РУС	7702753311	LVMH	15,0
ООО "ДЮРР СИСТЕМС РУС"	7702648557	Durr Systems	15,0
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КАРБО-ЦАКК	4212014972	Orica	14,9
АСК КЕМИКАЛС СНГ	7811478552	ASK Chemicals	14,8
ИРЕКС	5027069200	Ireks	14,7
ДСИ ТЕХНО	4205265291	DSI Underground	14,7
ЮОП	7707685351	UOP LLC	14,6
СУМИТОМО КОРПОРЭЙШН ЦЕНТРАЛЬНАЯ ЕВРАЗИЯ	7704745980	Sumitomo	14,6
ТЕЗА ТЭП	7702535881	Tesa	14,6
ЭЛЕКТРОСКАНДИЯ РУС	7806427584	Rexel	14,5
ФЛОТТВЕГ МОСКАУ	7734650277	Flottweg	14,5
ЭНИ-НЕФТО	7710039439	Eni	14,4
НЕКОММЕРЧЕСКОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ МЕЖДУНАРОДНАЯ ШКОЛА	7731281705	Nord Anglia Education	14,3
АКЦИОНЕРНОЕ ОБЩЕСТВО ИНТЕЗА ЛИЗИНГ	7724139916	Intesa Leasing	14,2
КЕМППИ	7715601563	Kemppi	14,2
ООО "ФАМУР"	4212019586	Famur	14,0
ООО "КОНТИ АУРУС"	1652005162	Continental	14,0
ООО "БЕРБЕРРИ РИТЕЙЛ"	7714913859	Burberry	14,0
НМС	7743676264	NMC	14,0
ООО "ОЛИВЕР ВАЙМАН"	7709802744	Oliver Wyman	14,0
ООО "ФОНДИТАЛЬ"	4802013114	Fondital	14,0
ООО "СДЕЛАЙ СВОИМИ РУКАМИ - КАЗАНЬ"	1655098493	OBI Group	14,0
ООО "СПОТИФАЙ"	7710955287	Spotify	14,0
ООО "ПЁТТИНГЕР"	7705919808	Pottinger	14,0
НАТУРЕКС	7727610065	Givaudan	13,8
ЛИНЗЫ ХОЙЯ РУС	7729473294	Hoya Corporation	13,8
ЛОТТЕ ОТЕЛЬ САНКТ-ПЕТЕРБУРГ	7826027418	Lotte Hotels & Resorts	13,8
ТИССЕНКРУПП ИНДАСТРИАЛ СОЛЮШНС (РУС)	5249100740	ThyssenKrupp	13,7
ГЕМАТЕК	7714317800	B. Braun	13,7
ДАУ АГРОСАЕНСЕС	7729636559	Corteva	13,7
РЕНОЛИТ-РУС	7731588849	Renolit	13,6
МАГНА СИТИНГ РУС	6321207209	Magna	13,6
ФРЕЗЕНИУС МЕДИКАЛ КЕА КУБАНЬ	2310065315	Fresenius Medical Care	13,5
БЕК ЭНД ПОЛЛИТЦЕР СПБ	7841314664	Beck & Pollitzer Engineering	13,5
МУСТАНГ РУС	7703702542	Mustang	13,5
ОПТИМУМ ТРЕЙДИНГ	7727836954	Toyota Tsusho	13,5
МЕТРО ВЭРХАУС НОГИНСК	7743644030	Metro AG	13,3
АКСАЛТА-РУССКИЕ КРАСКИ	7604086187	Axalta	13,3
МЮЛЬХАН МОРФЛОТ	7804073435	Muehlhan	13,3
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КНАУФ ГИПС БАСКУНЧАК	3001000520	Knauf Gips	13,2
АКЦИОНЕРНОЕ ОБЩЕСТВО СПЕКТРУМ БРЭНДС	7704607972	Spectrum Brands	13,2
КОНСТАНЦИЯ ТТ	7721638441	Constantia Flexibles	13,2
ФАНТОМ	3017043600	PPF	13,2
МЕТРОПОЛЬ ЭССЕТ МЕНЕДЖМЕНТ	2304077496	Azimut Holding	13,2
СМТ ШАРФ	7729594228	SMT Scharf	13,1
ИРИДИУМ КОММЬЮНИКЕШЕНС	7715733344	Iridium Communications	13,1
ООО "ПРИСМИАН РУС"	7610052059	PRYSMIAN	13,0
ООО "УК "РАЙФФАЙЗЕН КАПИТАЛ"	7702358512	Raiffeisen	13,0
ООО "РЕВОЛЮТ ТЕХНОЛОДЖИС РАША"	7703408188	Revolut	13,0
ООО "МЕТРО Кэш энд Керри Импорт"	7714675749	Metro AG	13,0
ООО Эксплуатационные Материалы Русь	7731332357	Dow Chemical	13,0
ООО "ВИНЕРБЕРГЕР КУРКАЧИ"	1616021049	Wienerberger	13,0
ЗАО "ШЕРВИН-ВИЛЬЯМС"	7710508708	Sherwin-Williams	13,0
ООО "КЛЕМАН ЛИФТС РУС"	7720768021	Kleemann	13,0
ООО "ЛА ЛОРРЕН РУС"	7709465560	La Lorraine	13,0
МОРГАН ТЕРМАЛ КЕРАМИКС СУХОЙ ЛОГ	6633010776	Morgan Advanced Materials	12,9
ГАРТНЕР РУС	7715507401	Gartner	12,9
ЭЛТЭК	7825449865	Eltek	12,8
ДОЙТЦ ВОСТОК	7704815845	Deutz	12,8
АКЦИОНЕРНОЕ ОБЩЕСТВО ЭЛЕКТРАСТРОЙ ХЭВИ ИНДАСТРИС	7603039924	Rönesans Holding	12,7
СЧМ ГРУП РУС	7709514104	SCM Holdings	12,7
МИТУТОЙО РУС	7723820978	Mitutoyo	12,7
ТВИНС ГРУПП	7714916850	Azimut Holding	12,7
САРШТЕДТ	6037008575	Sarstedt AG & Co. KG	12,7
АКЦИОНЕРНОЕ ОБЩЕСТВО НЕВА ЭНЕРГИЯ	7802312374	Veolia	12,6
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ВЕЛЮКС	7701022990	VELUX	12,6
КУКА РОБОТИКС	7733630870	Kuka	12,5
ФЛЮК СИАЙЭС	7714829526	Fluke Corporation	12,3
СМИТКЛЯЙН БИЧЕМ - БИОМЕД	7705147238	GlaxoSmithKline	12,2
ЦЕНТР ДИАЛИЗА	7705211772	Fresenius Medical Care	12,1
МИВЕ	7725237546	MIWE	12,1
ВАБКО ВОСТОК	7415076458	WABCO Holdings	12,1
ФУДЖИТСУ ТЕХНОЛОДЖИ СОЛЮШНЗ	7703372157	Fujitsu	12,0
ООО "ГЕСТАМП ТОЛЬЯТТИ"	6382061691	Gestamp	12,0
ООО "МАЭРСК"	7839505397	Maersk	12,0
ООО "ТУНГАЛОЙ РУС"	3123198797	Tungaloy	12,0
ОАО "АДВ"	7725684505	Renault	12,0
ООО "БИТЦЕР СНГ"	7816166405	Bitzer SE	12,0
ООО "АЙ ТИ ВИ ГРУПП"	7717502208	ITV	12,0
ООО "АПС ЭНЕРГИЯ РУС"	6671259771	APS Energia	12,0
ГИДРОСКАНД	4707039120	Hydroscand	12,0
ООО "ПАУЛЬ ВЮРТ МЕТАЛЛСЕРВИС"	7453304962	Paul Wurth	12,0
ВЭЙРЭЙ	7718936720	WayRay	12,0
ООО "КОРЛОЙ РУС"	7736326090	Korloy Inc.	12,0
АРТСАНА РУС	7743565846	Artsana	11,9
ГИЛЕАД САЙЕНСИЗ РАША	7710921993	Gilead Sciences	11,9
ДЕ-КАСТРИ ТАГС	2508074486	GC Rieber	11,8
ФОСС ЭЛЕКТРИК	7708123027	Foss A/S	11,8
ЕСИ ТЕЛЕКОМ 2005	7705669675	Ribbon Communications	11,8
СИНЕОС ХЕЛС РУС	7704678116	Syneos Health	11,7
РПС БРАМЛАГЕ ЕКАТЕРИНБУРГ	6672144854	RPC Group	11,6
РУСТЕКНИП	7734361733	Technip Energies	11,6
СОНОВА РУС	7705765795	Sonova	11,6
СУРТЕКО	7710754862	Surteco	11,5
БЭБИЛИС ВОСТОК	5009061751	Conair Corporation	11,5
АКЦИОНЕРНОЕ ОБЩЕСТВО НЭК НЕВА КОММУНИКАЦИОННЫЕ СИСТЕМЫ	7806049685	NEC	11,4
МОРГАН СТЭНЛИ	9701147270	Morgan Stanley	11,4
ЭР ЛИКИД КСТОВО	5250044835	Air Liquide	11,4
СФТ ГРУПП	7704334669	Prinzhorn Group	11,4
ДЕСНА ГЛОБАЛ	7842356931	Rönesans Holding	11,1
ООО "ЗУЛЬЦЕР ПАМПС РУС"	7704757248	Sulzer	11,0
АО "ПНГГ"	2983001700	Schlumberger	11,0
ООО "НЭШЭНЛ ОИЛВЭЛЛ ВАРКО ЕВРАЗИЯ"	7705885997	National Oilwell Varco	11,0
ЕФН ЭКО СЕРВИС	7736552814	EVN AG	11,0
ООО "РАЙСИО НЬЮТРИШЕН"	7707303771	Raisio	11,0
ООО "СИЭМЭЙ СИДЖИЭМ РУСЬ"	7705563140	CMA CGM	11,0
ООО "КЕЙСАЙТ ТЕКНОЛОДЖИЗ"	7705556495	Keysight Technologies	11,0
КАМСО СИ-АЙ-ЭС	7715889060	Camso	11,0
ООО "НОРДСОН РУС"	7726587977	Nordson	11,0
ООО "ЭКОНИВАТЕХНИКА-ХОЛДИНГ"	3614005535	EkoNiva-Technika Holding	11,0
ООО "БОЖЖИ РУС"	7704464019	Boggi	11,0
ООО "НУРМИНЕН ЛОДЖИСТИКС"	7816687366	Nurminen Logistics	11,0
РОЛАНД БЕРГЕР	9701171219	Roland Berger	11,0
ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ГУРОВО-БЕТОН	7111000016	HeidelbergCement	10,9
ФОРБО КАЛУГА	4004011787	Forbo Holding AG	10,9
ИДЕМИЯ ТЕХНОЛОДЖИС РУС	7731528624	IDEMIA	10,9
ВСА РУС	7702624820	Widex	10,8
ДЖОН КРЕЙН РУС	7704729307	John Crane Group	10,7
НЮАНС БАЗЭЛ	2317071371	Dufry	10,7
РОКЛА РУС	7802232753	Mitsubishi Logisnext	10,6
СПФ РУС	3120087552	Symrise	10,6
ЛОГОПАРК ОБЬ	5406377536	Raven Property Group Limited	10,5
БОБСТ СНГ	7705206363	Bobst	10,5
МАСТИФФ	7704757103	Banijay Group	10,5
АКЦИОНЕРНОЕ ОБЩЕСТВО КУЗНЕЦКПОГРУЗТРАНС	4216003869	Evraz	10,4
ЭКОТЕХНОМЕНЕДЖМЕНТ	7722169591	Avenue Capital Group	10,4
РОЛАНД МЬЮЗИК	7726627450	Roland Corporation	10,4
СИНОПЕК ИНЖИНИРИНГ ГРУП РУС	2801258213	Sinopec Limited (China Petroleum & Chemical Corporation )	10,4
ДОДО ИНЖИНИРИНГ	1101169848	DP World	10,3
ХИТАЧИ ВАНТАРА	7702743627	Hitachi	10,2
МПШ ВОСТОК	7708650841	MPH Group	10,1
ООО "ПОДРАВКА"	7724929431	Podravka	10,0
ЗАО "Тетра Пак Кубань"	2353013720	Tetra Pak	10,0
ООО "ЭНТЕРПРАЙЗ СЕРВИСЕЗ"	7743168542	DXC Technology	10,0
МИЛЛВАРД БРАУН АРМИ-МАРКЕТИНГ	7714856110	Kantar Group	10,0
ООО "ЮПС ЭССИЭС (СНГ)	7743111842	UPS	10,0
ООО "ЮСБ ФАРМА"	7733590603	UCB Pharma	10,0
ЭЛЕКТРОЛЮКС ПРОФЭШНЛ РУС	9705135067	Electrolux Professional	10,0
ООО "ОКСИАЛ.РУ"	7708756439	OCSiAl	10,0
ООО "СИЕ АУТОМОТИВ РУС"	6382066442	Cie Automotives	10,0
ООО "ФУРУНО ЕВРУС"	7816365305	Furuno	10,0
ДСВ САХАЛИН	6501113197	DSV A/S	9,9
ЭБАРА ПАМПС РУС	7725803907	Ebara Corporation	9,9
ЭЙР ПРОДАКТС ГАЗ	6165175370	Air Products	9,8
ФРОЙДЕНБЕРГ ВИЛЕДА ИСТЕРН ЮРОП	7715687176	Freudenberg Group	9,7
ЛОГОПАРК ДОН	6102024555	Raven Property Group Limited	9,7
ТЕКА РУС	7710452685	Teka	9,7
ХАЙ-ЛЕКС РУС	6382064879	HI-LEX	9,6
ТЕХНИСТОУН РУС	7733776887	Technistone	9,6
ЭНЕЛ ГРИН ПАУЭР РУС	7725413128	Enel Green Power	9,6
МОСЭНКА	7707345330	Enka İnşaat ve Sanayi A.Ş.	9,5
ДЖЕК ВОЛЬФСКИН РУС	7806505345	Jack Wolfskin	9,5
ЭЛЬСТЕР МЕТРОНИКА	7722000725	Elster Group	9,5
БАКАЛЬДРИН РУС	5003073006	Backaldrin	9,5
БРОАДРИДЖ РУС	7813536880	Broadridge Financial Solutions	9,4
ХАБАЗИТ ЛТД.	7810058869	Habasit Holding	9,4
КРАЙЗЕЛЬ РУС	7701512680	Röfix	9,4
ТРИУМФ ИНТЕРНАЦИОНАЛ ООО	7706105914	Triumph	9,4
ЛЕГИОН II	7706630871	Siemens	9,3
ПЕТРО ВЕЛТ ТЕХНОЛОДЖИС	7706425914	Petro Welt Technologies	9,3
СТОРИТЕЛ	7802857829	Storytel	9,3
БИСТРОНИК ЛАЗЕР	7716619740	Bystronic	9,3
АКЦИОНЕРНОЕ ОБЩЕСТВО ШИЛЛЕР.РУ	7709275054	Schiller AG	9,1
УКК	7724243219	YKK Group	9,1
АКЦИОНЕРНОЕ ОБЩЕСТВО ГОСТИНИЦА СОВЕТСКАЯ	7830001229	Azimut Holding	9,1
ООО "ДЖЕЙБИЛ"	7735531508	Jabil	9,0
ООО "БЕЙКЕР ХЬЮЗ ЭНЕРДЖИ СЕРВИСЕЗ РУС"	7703456576	Baker Hughes	9,0
ООО "ЮБИСОФТ ИГРЫ"	7703815578	Ubisoft	9,0
ОО "ТРАФИГУРА ЕВРАЗИЯ"	7704839652	Trafigura	9,0
ООО "АМЕДИА ПРОДАКШН"	7722630773	Amedia	9,0
ООО "ИКЕА МОС (Торговля и Недвижимость)"	5047028579	IKEA	9,0
ЙОВАТ	7730173464	Jowat	9,0
ЭДША ТОЛЬЯТТИ	6382061684	Edscha	9,0
ООО "АККУМАЛЮКС РУС"	6321413868	Accumalux	9,0
ВАВИН РУС	7725097761	Orbia Advance Corporation	9,0
ООО "КЛЭРИОС РУС"	7702580757	Clarios	9,0
РЕЛКС	7705721043	RELX	8,9
ДЖЕЙЭФСИ ЕВРАЗИЯ	7714941447	JFC International	8,9
ЕВОБУС РУССЛЭНД	7707281292	Daimler Truck	8,9
РНЛ ЛИЗИНГ	7705757890	RCI Banque	8,9
ЕГРМ	7732505764	Essilor	8,8
МИКРОКРЕДИТНАЯ КОМПАНИЯ СИМПЛФИНАНС	7703381419	SF Express	8,8
СИТИАР РУС	7702427974	Central Group	8,8
ОРИОН КОМПОЗИТ	1650284908	Plasan	8,7
ИНЧКЕЙП МЕНЕДЖМЕНТ СЕРВИСЕЗ (РУС)	7705826575	Inchcape	8,7
СТУРА ТРАНСПОРТ	4707013330	Stora Enso	8,7
РОЗЕТТИ МАРИНО ПРОЕКТ	5032306872	Rosetti Marino	8,7
БЛГ ЛОГИСТИК АВТОМОБИЛИ СПБ	7805464142	BLG Logistics Group	8,6
ИНТЕГРА МЕНЕДЖМЕНТ	7725648850	IG Group	8,6
ЛАУША ФАЙБЕР СУДОГДА	3324120007	Lauscha Fiber International GmbH	8,6
ДАТАВИЖН НН	5262243627	Open Cascade	8,6
ИОКОГАВА ЭЛЕКТРИК САХАЛИН	6501177560	Yokogawa	8,5
ДЖЕЙВИСИ КЕНВУД РУС	7710542586	JVC Kenwood	8,5
ДОН ФУДС РУС	7731502633	Dawn Foods	8,5
БРАЙТЛИНГ ДИСТРИБЬЮШН ЭНД СЕРВИС	9702015501	Breitling SA	8,5
ПЕППЕРЛ И ФУКС	7727158628	Pepperl+Fuchs	8,4
ТЕМА НОРД	5034018358	Tema Srl	8,4
ТАКЕДА ЯРОСЛАВЛЬ	7604157649	Takeda	8,3
ДЖАКОМИНИ РУС	7708319750	Giacomini	8,3
АСКОБЛОК ДЕБАГ РУС	7705869579	DEBAG	8,2
АКЦИОНЕРНОЕ ОБЩЕСТВО ПАРКЕР ДРИЛЛИНГ КОМПАНИ ОФ САХАЛИН	7724183351	Parker Drilling Company	8,2
ФРЭШСТОРЕ	5902854031	Softline International	8,2
ЛЮГОНГ МАШИНЕРИ РУС	5024142941	LiuGong	8,2
БАРТЕК РУС	7720686114	Bartec	8,2
КАЧКАНАРСКАЯ ТЕПЛОСНАБЖАЮЩАЯ КОМПАНИЯ	6615015348	Evraz	8,2
АЙ-ТИ-ТИ ИНДАСТРИЗ РУС	7714905150	ITT Inc.	8,2
ООО "ЭКСПО ФЬЮЖН"	7703335282	Messe Duesseldorf	8,0
ЭМ СИ ЛОДЖИСТИКС СИ-АЙ-ЭС	7703588163	Mitsubishi Corporation	8,0
АЛЬТРА ИНДАСТРИАЛ МОУШЕН	5017090509	Altra Industrial Motion	8,0
АО "ПЕР ААРСЛЕФФ"	7802108837	Aarsleff	8,0
КОНСЬЮМЕР БЭТТЕРИЗ КАМПАНИ (ВОСТОЧНАЯ ЕВРОПА)	7703468892	VARTA	8,0
ООО "ЭЙРБАС РУС"	7706644169	Airbus	8,0
ООО "ХТ"	7709970467	Haldor Topsøe	8,0
ООО "КОМАРХ"	7704545099	Comarch	8,0
БЕНТЛИ СИСТЕМС	7719575410	Bentley Systems	8,0
ООО "ЛАНКСЕСС"	5257103825	LANXESS	8,0
ООО "АБЛОЙ"	7715853994	Abloy LLC	8,0
ООО "ИВАНОВСКИЙ КОМБИНАТ ДЕТСКОГО ПИТАНИЯ"	3702505350	Kraft Heinz	8,0
РАУТЕ СЕРВИС	7801372652	Raute Corporation	8,0
ФЕЛЬДЕР ГРУПП РУ	7705959695	Felder Group	8,0
ООО "ЛУНДБЕК РУС"	7707502270	Lundbeck	8,0
ООО "БРУНЕЛ ЧАЗ"	7709475222	Brunel International	8,0
ООО "КОРН ФЕРРИ"	7704241478	Korn Ferry	8,0
ООО "ВАРГЕЙМИНГ МОСКВА"	7725396835	Wargaming	8,0
ООО "ВЕЛТЭК (РУС) ХОЛДИНГ"	7714999415	Welltec	8,0
ООО "ТАЛЬГО"	7718302265	Talgo	8,0
ООО "МЕДИТЕРРАНЕАН ШИППИНГ КОМПАНИ РУСЬ ЭССИЭМ"	7810756768	Mediterranean Shipping Company	8,0
ФАРФЕТЧ РУ	7707425875	Farfetch	8,0
ИНФОБИП СПБ	9701029149	Infobip	7,9
ИШИДА ЮРОП	7717717436	Ishida	7,8
БУШ ВАКУУМ РУССИА	7724646666	Busch	7,8
ЭГЛО ЛАЙТИНГ	7724732788	Eglo Leuchten	7,8
МАРК О ПОЛО РУС	9702029423	Marc O'Polo	7,8
ТАТРА ВОСТОК	7701401638	Tatra	7,7
АТОТЕХ-ХЕМЕТА	7733555493	Atotech	7,7
АТЛАНТ КЛИНИКАЛ	7701710403	Agenus	7,7
МАРРИОТТ НОВЫЙ АРБАТ ОТЕЛЬ ЛИЗИНГ	7704841002	Marriott	7,7
ЭМАГ	7728030613	EMAG	7,6
ТЕЙДЖИН РУС	7703795716	Teijin	7,6
ФОЙТ ПЭЙПЕР ТЕКНОЛОДЖИ РАША	1001002235	Voith	7,6
СЭППРА	5260202625	Delfingen	7,5
ФЕНИКС ТСР	8603170039	Phoenix Technologies	7,4
МЕДЕЛА	7728553652	Medela	7,4
ЛИНХАРДТ-АЛТАЙ	2204060393	Linhardt Gruppe	7,4
ЭНМАР	7710023453	Enka İnşaat ve Sanayi A.Ş.	7,4
ЭЙЧ.БИ. ФУЛЛЕР РУС	7718900385	H.B. Fuller	7,4
ЭДИЕНТ СИТИНГ	6321173535	Adient	7,4
ЭВЕРГРИН ШИППИНГ ЭЙДЖЕНСИ (РАШИА) ЛИМИТЕД	7816371563	Evergreen Marine	7,4
ДЮРАВИТ РУС	7716735400	Duravit	7,4
ГЕАЛАН ФЭНСТЕР-ПРОФИЛЕ	7716583042	Gealan Fenster-Systeme	7,4
ЭНДИБИСИ	7710546710	NTT DATA	7,3
КСТОВСКИЙ ИНДУСТРИАЛЬНЫЙ ПАРК 1	5260200272	Raven Property Group Limited	7,3
КЛИНГСПОР	7729532430	Klingspor	7,3
ДЕРМАТОЛОГИЧЕСКИЕ ЛАБОРАТОРИИ УРЬЯЖ	7706445195	Laboratoires Pierre Fabre	7,3
ВИЛИ РАЗРАБОТКА	7743815630	Wheely	7,3
ДЖИИ ДИДЖИТАЛ РУС	7703473878	GE Digital	7,3
ИНГОЛЬФ	277084875	Buchen Group	7,2
МОРСКОЙ ПОРТ В БУХТЕ ТРОИЦЫ	2540078887	Dialog Axiata	7,2
ЯНГ КАПИТАЛ	7706185814	VMLY&R	7,2
ХЭТЧ ИНЖИНИРИНГ И КОНСАЛТИНГ	7702647722	Hatch Ltd	7,2
